station_name,count_average,count_week_2010-06-04,count_week_2010-06-11,count_week_2010-06-18,count_week_2010-06-25,count_week_2010-07-02,count_week_2010-07-09,count_week_2010-07-16,count_week_2010-07-23,count_week_2010-07-30,count_week_2010-08-06,count_week_2010-08-13,count_week_2010-08-20,count_week_2010-08-27,count_week_2010-09-03,count_week_2010-09-10,count_week_2010-09-17,count_week_2010-09-24,count_week_2010-10-01,count_week_2010-10-08,count_week_2010-10-15,count_week_2010-10-22,count_week_2010-10-29,count_week_2010-11-05,count_week_2010-11-12,count_week_2010-11-19,count_week_2010-11-26,count_week_2010-12-03,count_week_2010-12-10,count_week_2010-12-17,count_week_2010-12-24,count_week_2010-12-31,count_week_2011-01-07,count_week_2011-01-14,count_week_2011-01-21,count_week_2011-01-28,count_week_2011-02-04,count_week_2011-02-11,count_week_2011-02-18,count_week_2011-02-25,count_week_2011-03-04,count_week_2011-03-11,count_week_2011-03-18,count_week_2011-03-25,count_week_2011-04-01,count_week_2011-04-08,count_week_2011-04-15,count_week_2011-04-22,count_week_2011-04-29,count_week_2011-05-06,count_week_2011-05-20,count_week_2011-05-27,count_week_2011-06-03,count_week_2011-06-10,count_week_2011-06-17,count_week_2011-06-24,count_week_2011-07-01,count_week_2011-07-08,count_week_2011-07-15,count_week_2011-07-22,count_week_2011-07-29,count_week_2011-08-05,count_week_2011-08-12,count_week_2011-08-19,count_week_2011-08-26,count_week_2011-09-02,count_week_2011-09-09,count_week_2011-09-16,count_week_2011-09-23,count_week_2011-09-30,count_week_2011-10-07,count_week_2011-10-14,count_week_2011-10-21,count_week_2011-10-28,count_week_2011-11-04,count_week_2011-11-11,count_week_2011-11-18,count_week_2011-11-25,count_week_2011-12-02,count_week_2011-12-09,count_week_2011-12-16,count_week_2011-12-23,count_week_2011-12-30,count_week_2012-01-06,count_week_2012-01-13,count_week_2012-01-20,count_week_2012-01-27,count_week_2012-02-03,count_week_2012-02-10,count_week_2012-02-17,count_week_2012-02-24,count_week_2012-03-02,count_week_2012-03-09,count_week_2012-03-16,count_week_2012-03-23,count_week_2012-03-30,count_week_2012-04-06,count_week_2012-04-13,count_week_2012-04-20,count_week_2012-04-27,count_week_2012-05-04,count_week_2012-05-11,count_week_2012-05-18,count_week_2012-05-25,count_week_2012-06-01,count_week_2012-06-08,count_week_2012-06-15,count_week_2012-06-22,count_week_2012-06-29,count_week_2012-07-06,count_week_2012-07-13,count_week_2012-07-20,count_week_2012-07-27,count_week_2012-08-03,count_week_2012-08-10,count_week_2012-08-17,count_week_2012-08-24,count_week_2012-08-31,count_week_2012-09-07,count_week_2012-09-14,count_week_2012-09-21,count_week_2012-09-28
PARK PLACE-FRANKLIN AVENUE,12470.214876033058,11706,12288,12269,12380,12659,12311,12867,13166,12652,12509,12166,12032,11836,12469,12501,13068,12850,13036,13010,12275,12710,12649,12995,12800,12669,10920,12351,10462,12635,11542,4448,11779,12336,11969,11082,13266,13272,12782,11457,12773,12544,12597,12781,12464,12344,12304,11320,11689,12293,12646,12078,11354,12214,12024,12488,12440,11560,12799,12540,11997,12649,12093,11786,12072,9162,11155,13486,13800,10581,13569,12930,13988,13973,13768,13523,14118,11764,13601,14008,14284,13706,9965,12666,13604,12815,13665,13710,14036,13923,11459,13536,13619,13545,13353,10653,13240,11435,13192,13505,13368,13670,12070,13984,12800,13199,12185,12071,12610,11932,12480,12739,12375,12147,12124,12142,11859,12093,12333,12928,12263,12164
PARKSIDE AVE-OCEAN AVE,35169.702479338841,35569,36648,36902,37466,36974,36018,36696,37258,36750,36979,36743,36467,35766,36946,36122,29738,37230,28687,37029,36004,37939,38288,38230,37899,38392,33086,36652,37364,37747,35327,16036,34722,35303,34279,32862,37824,38164,38278,34929,38098,34175,34720,34084,36599,38071,38168,33121,36314,39076,37592,39665,37314,39536,39264,39516,40129,37940,40149,39686,37630,39873,39572,37537,38030,30299,38370,34477,42792,30388,35537,38004,34902,36878,36929,36922,36607,28996,32327,36621,36766,36186,26692,32282,30810,28750,31890,31060,35146,33565,26348,32507,34595,35426,36164,26127,35343,32863,37241,35551,34975,31769,31471,37722,34924,35915,30229,32550,34158,32384,33964,33609,32618,31901,32372,32274,32488,32783,32729,34926,33516,33724
PARSONS BLVD & HILLSIDE AV,30383.85123966942,32163,32911,33363,31170,29405,26975,28980,29469,29184,29075,27987,27941,28062,28810,25973,29528,29810,28823,30249,29310,30387,30115,29479,29794,30033,26882,29187,29943,29178,27926,23725,27652,28077,26573,26672,29232,29240,30033,27021,29894,30619,31084,30235,30190,30912,31243,28268,29181,31092,29950,30302,27913,30319,29863,30062,30133,27621,29813,29135,28794,28764,28611,27927,29162,23267,28504,33889,33919,25265,34468,32361,34267,34273,32939,31815,33749,28474,33507,34097,33872,33800,25921,29214,32105,29822,31062,33311,34125,33379,28565,33488,34154,34116,34875,26742,32965,33326,35964,34394,34805,34911,31078,35023,31726,34316,31156,30857,30767,27917,30089,29779,29896,29678,29428,29469,29694,31096,29213,32042,30734,31354
PELHAM BAY PARK-BRUCKNER BL,25825.760330578512,29422,27228,27441,30031,29236,29152,27223,28355,28040,27265,27573,26848,24727,27524,25072,26772,22627,21204,25965,24958,25634,25798,25075,25134,25858,20995,25152,25334,24822,23130,18593,23043,22704,21417,21455,22503,24450,24610,21408,24937,24678,25790,25175,25355,25522,25838,23702,24623,26816,25331,26379,27681,29621,26648,28263,29706,27988,29747,29524,27817,28192,27368,26229,25410,20375,24406,27576,27296,20469,28035,25772,27516,26848,26353,26407,26940,22411,26684,27100,27124,26439,19606,22271,25195,22986,24207,25885,25860,25440,22705,25522,26598,26831,27624,20066,25559,24687,27669,26394,26344,27178,24240,27336,28085,28056,27287,29587,29890,27853,28126,26852,26776,25936,26647,25908,25621,25752,25237,26394,25662,25176
PELHAM PKWY-ESPLANADE,14691.165289256198,11623,13779,14303,13843,13787,11899,11807,13376,13185,13148,12935,12753,12471,13037,11718,14522,15195,14315,15124,14387,15196,15263,14817,14906,15230,11962,15107,15394,14981,12923,8418,13774,13481,12876,12697,14265,14877,15102,12718,14997,15213,15517,15128,12947,13197,13406,12240,12351,14020,14210,14490,12814,14431,14369,12798,12391,11281,13431,13251,13227,13247,13374,11784,13000,10472,12682,18068,18203,13910,18378,16629,18223,17996,16865,16802,17982,13489,18067,17997,18070,14440,10856,14494,16944,14920,16059,17282,17858,17496,12756,17536,18098,17808,18767,14592,16684,14448,18140,17715,18252,18506,16408,17706,15412,17710,15490,15295,14723,12635,15107,14800,15067,14990,14610,14575,13837,14231,13415,15721,14622,15485
PELHAM PKWY-WHITE PLAINS RD,44566.033057851237,37322,42196,43304,43775,44320,40412,43848,44205,44325,43746,43027,42831,41676,42927,40792,44976,46092,43086,45573,43766,45428,44857,42710,44008,45077,38931,41940,41884,41053,39365,36809,40445,40917,39520,39455,44351,43579,44357,39704,44120,42666,43403,42326,43710,43945,43864,33737,41100,36001,43339,44948,41783,44901,44909,45166,46950,38473,42542,40832,40432,35071,42418,39727,33486,33222,40559,48703,48964,36462,49123,46665,49594,50247,48672,47938,49922,42639,49424,47889,49550,49848,38983,43145,47064,44036,45335,48805,49484,48438,43381,49408,50942,51194,52236,38808,50383,46744,52528,51743,52698,52270,46281,51891,48452,52132,47516,46955,46895,43911,47716,46312,47261,46449,46620,46212,47091,48192,45857,48921,47281,47061
PENNSYLVANIA AVENUE,28377.917355371901,26142,27165,28107,27998,27894,26337,27210,27979,27531,27458,26951,26275,25859,27493,28555,28840,28336,27225,28683,27083,28899,28932,27924,27941,29003,25143,27788,27792,27365,26465,25769,26799,26674,25724,25666,28884,28667,29632,25029,28552,28725,29274,29058,28857,29101,29103,25822,26958,28794,27277,28043,26631,28407,28025,28261,28533,25344,28582,28045,27367,27936,27551,26598,26844,21274,29024,32911,32799,24476,32634,30625,31833,32144,30922,30118,32209,26958,32609,33849,33169,32375,24130,27942,30537,28420,29708,32543,33393,32230,26932,32907,33772,33224,33301,26194,31901,27868,32782,32326,32254,33021,29016,32020,29085,30962,28130,27477,27646,25490,28186,27076,27661,27225,27030,26726,21527,22110,28221,23194,21115,21612
PLAYLAND-BEACH 98TH STREET,3813.0,1893,1624,1662,2105,2103,4059,2652,3285,3455,2788,3273,2792,2266,3666,2856,2158,11644,1781,11308,1866,10857,2297,1792,11082,10709,1931,2240,10506,1813,10137,1125,2044,1852,1713,1711,2085,2005,2036,1777,2174,2283,1993,2173,1983,2090,2024,1797,1825,2089,2259,2240,4192,4116,2450,3487,4462,5891,6537,7375,5389,6217,4168,3804,3734,2216,3780,4065,3708,2715,3805,3224,3798,3357,3333,3015,3608,2654,3700,3738,3672,3632,1913,3027,3602,3155,2960,3416,3717,3597,2103,3611,3782,3631,3680,3063,3288,2241,3418,3633,3587,3581,3233,3299,6813,3984,3639,6563,6369,10490,7252,5186,5822,4115,5919,5816,4616,5681,5160,3071,2944,2676
PRESIDENT ST-NOSTRAND AVE,19807.049586776859,16455,18338,18285,18360,17402,16435,17475,17972,17918,16956,17636,17230,17639,19474,22574,20546,20431,20507,21287,19516,21021,20746,20577,20258,20846,17020,19609,20519,20025,18081,16146,18228,18432,17399,18140,21365,20950,21014,18252,20844,20599,20398,20778,20503,20520,20445,16446,17927,20006,19478,19397,17218,18475,19034,18925,18511,16011,18365,18360,17680,17737,18027,17384,17703,15696,23416,23135,23453,16467,19527,17570,22586,23548,22776,22181,23572,18630,23155,24202,23607,22161,14541,19376,21692,20072,20690,23432,23995,23217,18733,23433,24095,23898,24385,19310,22743,17598,19894,23534,23746,23507,19057,18834,19118,22132,19428,19348,19549,16600,19832,18517,19022,18549,17798,18159,18257,19702,22443,21729,19402,19769
PRINCE STREET & BROADWAY,102524.89256198348,88426,96061,96477,96505,98051,86469,95521,100003,99448,104514,102154,104559,98783,98299,108481,101930,107401,97764,99978,106643,84310,86244,101843,84796,80858,96081,96195,108523,108746,123912,96639,97676,91885,85092,85573,88761,97260,97720,98926,98374,98572,107197,102760,99293,104408,105034,120953,104893,103728,104299,114121,104366,102934,106478,107937,109021,96972,106834,109713,104786,98842,100348,105912,109194,76659,113076,103305,91333,70748,115259,111729,113758,112707,110274,112119,107361,106775,101181,109621,117249,127998,114271,103096,85249,99015,92278,98155,100876,100722,118108,100075,86880,117641,108215,81789,116550,112768,107011,108499,109982,106402,97321,110579,106593,110441,111786,107514,112578,101515,106550,111466,113904,111546,107532,89836,106441,95797,104192,99612,105640,100459
PROSPECT AVE-4TH AVE,5659.636363636364,5629,5783,5933,6259,5740,5376,5480,5664,5446,5484,5192,5023,4931,4857,4745,5421,5525,5152,5436,5265,5537,5532,5295,5462,5642,4683,5137,5342,5246,4772,4576,5245,5380,5219,5302,5810,5796,8265,4763,5629,5546,5673,5368,5460,5529,5596,4924,5201,5556,5458,5518,5321,5532,5516,5623,5523,4593,5311,5106,4886,5252,5162,4682,4716,3794,5024,6511,6694,4775,6477,6155,6283,6570,5968,5677,6552,5268,6397,6293,6321,6363,4171,5649,6396,5950,6164,6564,6875,6554,4738,6739,6923,6608,6801,5426,6438,7198,8792,6754,8904,8789,5948,6527,5982,6318,5447,5416,5054,4733,5041,4892,5179,4893,5057,4757,4752,4704,6865,5476,4896,5298
PROSPECT AVENUE-4TH AVENUE,28502.173553719007,25469,28365,28450,27799,27098,24047,27018,26962,26503,26386,25600,25545,24900,25669,24232,28380,27842,27900,28286,27401,28611,28644,28037,28774,29931,24168,27409,29551,30020,24872,19516,26661,27927,29013,28532,30954,30732,24838,27287,30002,30368,29950,30344,29947,30320,30142,27896,28319,29892,29775,30392,26448,29446,29442,29527,28895,25444,28835,27763,27701,27972,27659,27139,27374,21980,26591,31229,33453,24552,32471,31315,32737,32869,32195,32493,34569,27749,31387,33471,33246,30194,20285,28157,30741,30152,31115,32241,32496,31531,27759,31719,31788,31714,32135,24200,32743,23727,26125,31870,26295,26592,27972,31089,27429,31137,29901,29154,29484,25074,28012,28145,28066,27524,26833,26214,26337,27118,21380,31398,29154,31135
PROSPECT AVENUE-WESTCHESTER,36704.619834710742,24324,37292,37942,37067,37952,35620,36701,37198,37189,37213,36332,35541,35126,35933,34281,38232,38186,35039,38716,36387,38707,35774,37434,37756,38677,34009,37529,38281,36456,35518,29464,31657,32263,33391,33115,38095,38453,38567,30954,38305,38097,38876,38041,37539,36892,36763,33499,33001,37121,34632,36423,33204,36046,36777,33801,37087,23846,28634,27839,27813,34099,33622,33937,33896,28929,33541,43705,43354,32707,44486,41611,45275,45542,43326,43128,44833,38709,44177,44688,44137,37894,32192,35412,36860,31096,36550,34670,37285,38849,31996,42387,38827,38376,43489,31813,41468,36014,42434,42001,43390,44341,39409,43775,40592,42811,38162,37935,36265,35239,39194,38822,38371,38453,38528,36128,30032,27969,27953,31151,29028,33789
PROSPECT PARK-EMPIRE BLVD,51173.884297520664,49206,50831,50779,51061,50206,47796,48980,51511,49506,49706,49268,48940,46527,50664,53034,84254,51942,85843,50660,48684,49927,51030,49910,50053,50541,43444,47468,48397,47768,45037,19819,44056,44085,42674,41341,46139,47161,47636,42561,47223,46474,47291,46026,46067,48505,49790,46153,50332,58460,48068,50785,49199,50434,49601,50670,50635,47545,51234,50300,48736,49501,49769,47046,47977,38363,52495,84617,53669,38655,57426,53610,53802,55840,53197,54603,56101,49738,49265,54137,55134,52649,40835,47849,49464,45244,49490,50517,53452,51450,44229,51174,52952,54224,55895,41846,55395,55706,62543,56337,60016,59101,52016,67645,55720,58351,56395,54534,55317,51496,53605,52542,53594,50916,52591,51748,51452,51961,53855,55022,52736,53258
QUEENS PLAZA-JACKSON AVE,43135.586776859505,37826,41034,37664,38075,37082,30916,37169,37568,36779,35870,34542,34058,33213,32326,29049,49970,41929,42113,43716,40581,45793,45002,41758,43016,42843,29205,43608,42780,39811,31473,22397,37227,36898,35296,33937,36891,37797,38252,30696,35432,43319,45178,42078,42082,45564,45985,34538,45085,47923,46816,48612,41181,46235,40814,41476,43081,35541,42110,42401,41561,40678,37957,38673,35114,31383,35012,52584,52857,38674,51796,48373,52147,52823,54596,49678,55581,40972,51743,52430,50353,44176,26362,39411,47401,41410,47017,51391,52135,49969,42109,49873,55890,56010,56882,44856,54636,41317,55066,54343,53889,54454,50093,53403,46922,53203,44895,42897,45887,35120,44451,45559,45316,45193,43755,42080,44294,42880,37919,53532,47989,48825
QUEENSBORO PLAZA,51619.63636363636,41862,46020,47041,46719,44595,39633,44667,46368,45923,45476,46374,44854,43677,44910,41998,51066,48697,47027,48727,47180,49506,50276,47687,49099,47415,37714,44049,45663,43287,37564,28680,38816,38088,40024,36882,41818,43105,45863,40663,46071,49300,55402,46956,46127,48303,49575,45741,49154,51833,52059,58527,47102,51675,49321,51162,55890,44131,51447,52855,50568,56557,49232,49376,48184,40767,49800,62346,62377,45158,60258,65713,61191,59305,65398,63186,68665,53889,56011,58524,57179,52717,35521,45279,52057,47621,59643,65909,68950,64719,60106,66002,68800,70199,72129,53235,65287,50727,61239,58880,59666,59474,54510,60030,53458,59450,54283,54859,53593,44556,52705,53310,55483,56553,54278,52420,53706,54914,52560,61938,60024,59858
RALPH AVENUE-FULTON STREET,26691.173553719007,23759,25157,25569,25796,25130,23902,24977,24925,24552,24675,24465,24082,23757,23841,23834,25570,24924,24046,25182,24073,25522,25147,25526,24966,25275,22549,24673,25519,25184,24675,23147,25374,25029,23864,24158,27142,26263,27005,23830,26489,26056,26507,26151,25782,26238,26377,24750,25186,26439,25318,26008,24810,26468,25892,26159,26658,25329,26562,26333,25491,25736,25776,24674,24733,20005,25150,29916,29116,21984,30204,28278,29981,30524,29636,29062,30820,26576,30329,30184,30452,29867,23472,26918,29464,27469,28063,30212,31265,30480,25778,29804,31150,31104,31057,23596,29844,26803,30945,30183,30292,30878,27265,30651,28651,30776,27526,27833,28053,26916,27627,27324,27787,27209,27257,26886,27163,27645,26853,28090,27004,27269
RECTOR STREET-CHURCH STREET,42687.652892561986,32558,48128,47890,47872,48155,41598,46982,42416,45312,45180,46438,45794,42220,42614,37294,48849,46984,47734,46826,48651,46764,48893,47106,46771,42942,32090,43482,44508,44506,36136,29932,40728,39142,36370,38016,38582,40019,39395,34821,38853,40300,42488,42338,42103,43434,41231,42478,44616,42178,47863,47674,42473,47028,45159,42542,45530,46609,48730,44219,46545,51238,50442,43937,42053,32621,37617,45038,44969,34371,46071,45430,47467,47383,43997,44515,44325,36272,42687,43959,44435,43163,35059,36302,38627,38268,36025,34075,41569,38294,34975,38461,38302,43044,42531,29142,42676,41005,47481,47039,46136,44190,43044,50089,45337,44759,43338,44015,46251,42945,42998,43882,44610,44155,43056,41290,41296,40388,37896,43091,42210,41276
RECTOR STREET-GREENWICH ST,48498.719008264459,42331,48459,46743,46486,45307,40220,45908,48971,47614,47267,45887,45728,43110,43389,39905,48867,39455,38331,39870,37397,39737,39637,39136,38631,44894,34919,44654,46997,46992,38276,31337,42503,40066,32097,33939,40709,42007,42739,38428,44219,46067,46999,46906,45881,46974,47496,46907,48041,48013,49188,39901,33811,40581,47025,47464,47925,43266,40246,40080,40875,47965,47275,45605,43523,34576,44555,57457,56540,42928,56706,58472,62856,62202,57057,59484,59854,53473,56544,59446,57735,56224,50145,52262,49826,37443,45959,49685,52075,47410,46547,50455,52188,56117,55184,42450,57069,55292,57168,58217,58475,57563,52822,60396,54825,59522,59404,57945,58143,42641,58950,61278,61909,61366,59387,57487,56013,53610,52263,58185,56958,56426
RI TRAMWAY (MANHATTAN),16121.699029126214,,,,,,,1,,,1,,,1,,,,,,,3,,1,1,2,,2,6775,13102,12156,12515,10619,12583,11212,11051,10294,11284,11732,13584,12779,14093,13256,15393,13992,14171,19282,20433,19469,20519,18163,16972,18385,18051,17507,16804,19196,19037,16591,21541,18848,17430,18190,18099,17057,17347,14052,16603,18977,20308,14023,18253,20155,19621,18768,19676,21450,18244,19374,17248,16810,16708,15936,14522,15686,15432,14286,14436,19728,17151,16330,21357,17575,17656,18960,20155,13718,20100,21602,20639,18801,20159,19639,17380,19942,23735,22978,19362,19303,22781,18990,19761,18369,21433,19116,20214,19792,20660,20828,18713,19961,22475,21080
RI TRAMWAY (ROOSEVELT),17311.373831775702,,,,,1,,1,,,,,,1,,,2,1,1,1,,4,1,,4,2,7,6416,14803,13849,14440,12455,14354,13030,12435,11380,12701,13789,14966,14314,15355,15154,16987,16058,15350,8147,18775,20162,19134,19571,22568,19990,20334,19611,18600,25506,21044,19019,21111,25277,19526,20431,20133,18855,19318,15906,18837,25275,20788,16045,21164,27066,22338,21254,19881,21667,24987,19298,19480,19394,19370,18768,17476,18575,18065,16949,16804,19447,23572,18404,19846,19406,20321,21537,23155,16115,27192,24129,23678,21168,22853,22699,19262,26829,22941,23121,21800,21445,22717,21188,21721,21070,27058,21778,26264,22193,19110,19365,20617,21815,21893,22247
ROCKAWAY AVE-HOPKINSON AVE,25885.809917355371,22624,24225,24429,24504,24272,23214,23826,23834,23573,23580,23281,22805,22910,23767,22878,25312,24347,23466,24910,23626,24905,24752,24400,24364,24923,21770,24337,24650,24213,23180,20903,23615,23643,22601,22814,25825,25411,25799,22513,25477,25391,25409,25288,25218,25339,25229,23346,24245,24450,24705,24864,23421,24855,24756,24874,25229,23310,25665,24348,23814,25184,24755,24116,24011,19262,24408,29209,29219,22074,29804,27847,30504,30230,29563,28893,30461,26109,30303,30134,31079,30107,22625,26694,29644,27281,28506,30474,31160,30739,25268,30345,30942,30662,30889,23788,28901,25373,30286,30142,30052,30566,27192,30147,27542,29909,25974,26119,26405,24241,26214,25685,26133,25746,25968,25672,25935,26612,25809,27325,26312,26400
ROCKAWAY AVENUE,29885.333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27958,28900,27471,29281,28802,29429,29747,26935,29880,29167,28102,29200,28676,27082,27464,23050,28900,33052,33586,24937,33585,31666,33360,33439,32521,31687,33441,28927,34221,33779,33959,33097,25819,28690,30890,28938,30053,33262,33926,32838,28289,33082,34131,33734,34089,25828,32073,29137,33125,32479,33378,33730,29390,32868,30359,32990,29062,29132,29495,27509,29604,28816,28986,28527,28658,28362,22681,23217,28981,24786,22518,23011
ROCKAWAY BLVD-LIBERTY AVE,35796.520661157025,33045,34832,35377,36393,34999,32585,34491,34896,35058,34799,34466,34116,33608,35254,33021,38000,37482,36897,37519,36379,37535,38081,37175,36890,36982,31097,36018,35977,35245,32262,24586,31924,31171,30386,30188,34097,34038,35675,31169,35350,34756,35679,34931,35342,35553,35729,32273,33694,36240,35194,35612,32153,35749,34985,34804,35146,31768,35436,34942,31917,34754,33694,33533,33899,27819,33798,41240,41950,31144,40954,39144,41854,41781,40382,39146,41441,33753,40885,40815,40862,39389,28929,33571,37227,34236,35250,38253,40227,39474,33479,39640,40709,40455,41319,31163,38242,34485,41461,39841,40102,40533,36466,40456,36034,39372,36000,35681,35982,32185,35607,34873,35218,35404,34845,35101,34702,35366,34032,38244,36815,37197
ROCKAWAY PARK-BEACH 116TH,5116.0495867768595,10697,4904,4821,9845,8203,13608,6277,8137,8465,6452,7201,6109,4672,7907,5231,3131,4055,2887,3754,2812,3886,3753,3027,3683,3883,3177,3654,3711,2857,3551,2325,3505,3415,3234,3355,3731,3685,3667,3318,3936,4147,3904,4018,3842,3999,3959,3650,3731,4229,4015,4434,8358,9345,4552,6051,7260,9751,10367,11953,8482,8932,6748,5583,5691,3436,4898,4421,3451,3157,4058,3364,3844,3516,3886,3813,3993,3352,4103,3875,3857,3765,3164,3417,3744,3600,3681,3872,3935,3785,3537,3860,4162,4077,4376,3029,4004,4114,3709,3876,3967,3984,3325,3533,7542,4996,5185,9517,8061,12943,9851,6943,7160,5608,7625,7376,6437,6928,6420,4688,4525,4175
ROCKAWAY PKWY-GLENWOOD RD,58213.917355371901,53135,58592,58403,58395,57779,52332,56244,56654,56974,48767,55997,54978,54443,56679,53231,59644,60103,58268,59781,56215,60548,60554,59664,59121,60880,51008,58367,58396,56630,53524,34802,53533,53553,51287,51790,56865,58087,59238,53072,57987,58477,60008,52241,50518,59605,60108,53906,56311,59995,58341,60189,53440,57269,58001,57810,58968,53484,57831,56029,55421,55913,55252,53876,55187,46962,53136,63800,63760,47831,63767,59402,65555,66130,63768,63566,66267,55087,64628,65427,65286,63466,48577,56366,62567,55843,58563,56323,64491,62136,54141,62389,63952,65244,66283,49773,63116,57359,66356,65206,65189,66123,58483,65548,59734,64918,60685,60410,60722,55220,60795,59368,60398,58615,58932,58056,58726,59996,57441,63252,59790,61260
ROCKWAY AVENUE,28413.040816326531,26801,28061,28551,28282,28645,27026,27886,28298,27758,28785,27749,27401,26254,27941,28072,29880,29232,27912,29577,28388,29333,29349,28709,28732,29346,26015,28319,28883,28582,27760,25677,27607,27704,25874,26202,29641,29864,30598,26504,30515,29416,30113,30009,29867,29865,30155,27245,28011,29845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROOSEVELT AVE/JACKSON HTS,278084.1652892562,278219,291724,283174,285357,283191,257282,259632,270320,283249,280710,272981,274587,265577,268932,259529,284461,286249,278318,286020,280088,290015,287783,285952,284653,284961,256566,273555,281038,273627,269866,236949,254027,257352,251445,246497,266740,268085,276509,257249,274324,273782,283152,276537,278760,288517,287121,273228,278035,288134,280726,290916,275309,294466,285248,286113,290594,264308,283460,276282,279999,281057,276344,270846,272718,215336,260069,289100,293035,222866,293430,288993,295861,297202,287800,289789,293086,266262,288623,290800,291388,290187,249484,262878,277014,263733,271939,289922,290788,286250,276667,288331,295902,297622,302679,217489,290127,285146,295599,287923,293624,295912,248240,297229,277082,302618,292918,288950,289679,267413,281992,281210,279423,283321,279534,278120,276834,276440,264856,288986,291418,286620
ROOSEVELT ISLAND,40739.867768595039,47366,50207,50816,50101,49037,46971,49506,50386,49679,49739,49438,48987,46820,48347,48470,53227,54519,52703,54329,52810,53512,53897,52141,51909,52815,46558,44814,41103,40332,38508,31444,36611,37458,36829,36745,39322,39352,40654,36762,40059,39931,40516,40743,40004,39983,39550,38740,38240,41240,34395,39862,37814,40436,40537,35174,40175,37353,39273,34252,39316,39715,38651,37450,37423,28856,37193,37060,42128,31666,41879,34536,42654,42112,39040,38700,34967,34693,39546,40211,40566,39722,32249,37055,38353,35542,36940,38353,34280,37969,33215,38322,39708,40349,40532,29953,35557,37704,41781,40875,41128,41139,35482,35577,36486,39907,39645,39231,37702,36635,39029,38440,34050,37303,32684,37158,37718,38252,36199,39723,37543,39171
